US GDP,Date,Inflation,Unemployment
^GSPC,,^TNX,^DJI
2839.9599609375,2018-08-14 00:00:00+00:00,2.8949999809265137,25299.919921875
2818.3701171875,2018-08-15 00:00:00+00:00,2.8519999980926514,25162.41015625
2840.68994140625,2018-08-16 00:00:00+00:00,2.871000051498413,25558.73046875
2850.1298828125,2018-08-17 00:00:00+00:00,2.872999906539917,25669.3203125
2857.050048828125,2018-08-20 00:00:00+00:00,2.822999954223633,25758.689453125
2862.9599609375,2018-08-21 00:00:00+00:00,2.8440001010894775,25822.2890625
2861.820068359375,2018-08-22 00:00:00+00:00,2.822999954223633,25733.599609375
2856.97998046875,2018-08-23 00:00:00+00:00,2.821000099182129,25656.98046875
2874.68994140625,2018-08-24 00:00:00+00:00,2.8259999752044678,25790.349609375
2896.739990234375,2018-08-27 00:00:00+00:00,2.8480000495910645,26049.640625
2897.52001953125,2018-08-28 00:00:00+00:00,2.884000062942505,26064.01953125
2914.0400390625,2018-08-29 00:00:00+00:00,2.884000062942505,26124.5703125
2901.1298828125,2018-08-30 00:00:00+00:00,2.859999895095825,25986.919921875
2901.52001953125,2018-08-31 00:00:00+00:00,2.8529999256134033,25964.8203125
2896.719970703125,2018-09-04 00:00:00+00:00,2.9019999504089355,25952.48046875
2888.60009765625,2018-09-05 00:00:00+00:00,2.9019999504089355,25974.990234375
2878.050048828125,2018-09-06 00:00:00+00:00,2.878999948501587,25995.869140625
2871.679931640625,2018-09-07 00:00:00+00:00,2.941999912261963,25916.5390625
2877.1298828125,2018-09-10 00:00:00+00:00,2.937000036239624,25857.0703125
2887.889892578125,2018-09-11 00:00:00+00:00,2.9769999980926514,25971.060546875
2888.919921875,2018-09-12 00:00:00+00:00,2.9630000591278076,25998.919921875
2904.179931640625,2018-09-13 00:00:00+00:00,2.9630000591278076,26145.990234375
2904.97998046875,2018-09-14 00:00:00+00:00,2.99399995803833,26154.669921875
2888.800048828125,2018-09-17 00:00:00+00:00,3.000999927520752,26062.119140625
2904.31005859375,2018-09-18 00:00:00+00:00,3.0480000972747803,26246.9609375
2907.949951171875,2018-09-19 00:00:00+00:00,3.0829999446868896,26405.759765625
2930.75,2018-09-20 00:00:00+00:00,3.078000068664551,26656.98046875
2929.669921875,2018-09-21 00:00:00+00:00,3.068000078201294,26743.5
2919.3701171875,2018-09-24 00:00:00+00:00,3.078000068664551,26562.05078125
2915.56005859375,2018-09-25 00:00:00+00:00,3.1019999980926514,26492.2109375
2905.969970703125,2018-09-26 00:00:00+00:00,3.061000108718872,26385.279296875
2914.0,2018-09-27 00:00:00+00:00,3.055999994277954,26439.9296875
2913.97998046875,2018-09-28 00:00:00+00:00,3.055999994277954,26458.310546875
2924.590087890625,2018-10-01 00:00:00+00:00,3.0799999237060547,26651.2109375
2923.429931640625,2018-10-02 00:00:00+00:00,3.055999994277954,26773.939453125
2925.510009765625,2018-10-03 00:00:00+00:00,3.1610000133514404,26828.390625
2901.610107421875,2018-10-04 00:00:00+00:00,3.197000026702881,26627.48046875
2885.570068359375,2018-10-05 00:00:00+00:00,3.2249999046325684,26447.05078125
2884.429931640625,2018-10-08 00:00:00+00:00,3.2330000400543213,26486.779296875
2880.340087890625,2018-10-09 00:00:00+00:00,3.2079999446868896,26430.5703125
2785.679931640625,2018-10-10 00:00:00+00:00,3.2249999046325684,25598.740234375
2728.3701171875,2018-10-11 00:00:00+00:00,3.132999897003174,25052.830078125
2767.1298828125,2018-10-12 00:00:00+00:00,3.1410000324249268,25339.990234375
2750.7900390625,2018-10-15 00:00:00+00:00,3.1630001068115234,25250.55078125
2809.919921875,2018-10-16 00:00:00+00:00,3.1559998989105225,25798.419921875
2809.2099609375,2018-10-17 00:00:00+00:00,3.178999900817871,25706.6796875
2768.780029296875,2018-10-18 00:00:00+00:00,3.174999952316284,25379.44921875
2767.780029296875,2018-10-19 00:00:00+00:00,3.197999954223633,25444.33984375
2755.8798828125,2018-10-22 00:00:00+00:00,3.196000099182129,25317.41015625
2740.68994140625,2018-10-23 00:00:00+00:00,3.1659998893737793,25191.4296875
2656.10009765625,2018-10-24 00:00:00+00:00,3.124000072479248,24583.419921875
2705.570068359375,2018-10-25 00:00:00+00:00,3.135999917984009,24984.55078125
2658.68994140625,2018-10-26 00:00:00+00:00,3.0769999027252197,24688.310546875
2641.25,2018-10-29 00:00:00+00:00,3.0869998931884766,24442.919921875
2682.6298828125,2018-10-30 00:00:00+00:00,3.109999895095825,24874.640625
2711.739990234375,2018-10-31 00:00:00+00:00,3.1589999198913574,25115.759765625
2740.3701171875,2018-11-01 00:00:00+00:00,3.1440000534057617,25380.740234375
2723.06005859375,2018-11-02 00:00:00+00:00,3.2139999866485596,25270.830078125
2738.31005859375,2018-11-05 00:00:00+00:00,3.2009999752044678,25461.69921875
2755.449951171875,2018-11-06 00:00:00+00:00,3.2139999866485596,25635.009765625
2813.889892578125,2018-11-07 00:00:00+00:00,3.2130000591278076,26180.30078125
2806.830078125,2018-11-08 00:00:00+00:00,3.2339999675750732,26191.220703125
2781.010009765625,2018-11-09 00:00:00+00:00,3.188999891281128,25989.30078125
2726.219970703125,2018-11-12 00:00:00+00:00,3.186000108718872,25387.1796875
2722.179931640625,2018-11-13 00:00:00+00:00,3.1449999809265137,25286.490234375
2701.580078125,2018-11-14 00:00:00+00:00,3.119999885559082,25080.5
2730.199951171875,2018-11-15 00:00:00+00:00,3.118000030517578,25289.26953125
2736.27001953125,2018-11-16 00:00:00+00:00,3.0739998817443848,25413.220703125
2690.72998046875,2018-11-19 00:00:00+00:00,3.056999921798706,25017.439453125
2641.889892578125,2018-11-20 00:00:00+00:00,3.0480000972747803,24465.640625
2649.929931640625,2018-11-21 00:00:00+00:00,3.061000108718872,24464.689453125
2632.56005859375,2018-11-23 00:00:00+00:00,3.053999900817871,24285.94921875
2673.449951171875,2018-11-26 00:00:00+00:00,3.072000026702881,24640.240234375
2682.169921875,2018-11-27 00:00:00+00:00,3.055000066757202,24748.73046875
2743.7900390625,2018-11-28 00:00:00+00:00,3.0439999103546143,25366.4296875
2737.800048828125,2018-11-29 00:00:00+00:00,3.0350000858306885,25338.83984375
2760.169921875,2018-11-30 00:00:00+00:00,3.013000011444092,25538.4609375
2790.3701171875,2018-12-03 00:00:00+00:00,2.992000102996826,25826.4296875
2700.06005859375,2018-12-04 00:00:00+00:00,2.9240000247955322,25027.0703125
2695.949951171875,2018-12-06 00:00:00+00:00,2.875999927520752,24947.669921875
2633.080078125,2018-12-07 00:00:00+00:00,2.8499999046325684,24388.94921875
2637.719970703125,2018-12-10 00:00:00+00:00,2.8559999465942383,24423.259765625
2636.780029296875,2018-12-11 00:00:00+00:00,2.878999948501587,24370.240234375
2651.070068359375,2018-12-12 00:00:00+00:00,2.9059998989105225,24527.26953125
2650.5400390625,2018-12-13 00:00:00+00:00,2.9110000133514404,24597.380859375
2599.949951171875,2018-12-14 00:00:00+00:00,2.8910000324249268,24100.509765625
2545.93994140625,2018-12-17 00:00:00+00:00,2.8570001125335693,23592.98046875
2546.159912109375,2018-12-18 00:00:00+00:00,2.825000047683716,23675.640625
